,HomeTeam
1680,Aalesund
1681,Haugesund
1682,Lillestrom
1683,Odd
1684,Stabaek
1685,Start
1686,Bodo/Glimt
1687,Valerenga
1688,Molde
1689,Odd
1690,Rosenborg
1691,Sarpsborg 08
1692,Stromsgodset
1693,Viking
1694,Mjondalen
1695,Haugesund
1696,Lillestrom
1697,Tromso
1698,Aalesund
1699,Stabaek
1700,Sandefjord
1701,Start
1702,Odd
1703,Haugesund
1704,Molde
1705,Stromsgodset
1706,Bodo/Glimt
1707,Sarpsborg 08
1708,Viking
1709,Rosenborg
1710,Tromso
1711,Valerenga
1712,Sandefjord
1713,Aalesund
1714,Mjondalen
1715,Stabaek
1716,Start
1717,Lillestrom
1718,Odd
1719,Sandefjord
1720,Molde
1721,Bodo/Glimt
1722,Aalesund
1723,Haugesund
1724,Stromsgodset
1725,Sarpsborg 08
1726,Start
1727,Rosenborg
1728,Stabaek
1729,Viking
1730,Lillestrom
1731,Mjondalen
1732,Tromso
1733,Valerenga
1734,Sarpsborg 08
1735,Start
1736,Haugesund
1737,Stromsgodset
1738,Aalesund
1739,Odd
1740,Sandefjord
1741,Bodo/Glimt
1742,Molde
1743,Viking
1744,Valerenga
1745,Stabaek
1746,Mjondalen
1747,Rosenborg
1748,Tromso
1749,Lillestrom
1750,Molde
1751,Start
1752,Haugesund
1753,Bodo/Glimt
1754,Odd
1755,Sarpsborg 08
1756,Sandefjord
1757,Valerenga
1758,Viking
1759,Stabaek
1760,Mjondalen
1761,Aalesund
1762,Lillestrom
1763,Tromso
1764,Rosenborg
1765,Sandefjord
1766,Valerenga
1767,Sarpsborg 08
1768,Bodo/Glimt
1769,Haugesund
1770,Lillestrom
1771,Stromsgodset
1772,Odd
1773,Aalesund
1774,Molde
1775,Viking
1776,Start
1777,Mjondalen
1778,Rosenborg
1779,Tromso
1780,Stabaek
1781,Lillestrom
1782,Sandefjord
1783,Odd
1784,Valerenga
1785,Haugesund
1786,Sarpsborg 08
1787,Stromsgodset
1788,Rosenborg
1789,Aalesund
1790,Viking
1791,Molde
1792,Stabaek
1793,Bodo/Glimt
1794,Mjondalen
1795,Start
1796,Tromso
1797,Stromsgodset
1798,Sandefjord
1799,Tromso
1800,Lillestrom
1801,Odd
1802,Rosenborg
1803,Sarpsborg 08
1804,Valerenga
1805,Viking
1806,Start
1807,Stabaek
1808,Aalesund
1809,Bodo/Glimt
1810,Haugesund
1811,Molde
1812,Mjondalen
1813,Stromsgodset
1814,Valerenga
1815,Lillestrom
1816,Stromsgodset
1817,Odd
1818,Rosenborg
1819,Sandefjord
1820,Tromso
1821,Stabaek
1822,Bodo/Glimt
1823,Sarpsborg 08
1824,Mjondalen
1825,Haugesund
1826,Aalesund
1827,Molde
1828,Viking
1829,Start
1830,Stromsgodset
1831,Sandefjord
1832,Stabaek
1833,Molde
1834,Lillestrom
1835,Rosenborg
1836,Valerenga
1837,Tromso
1838,Start
1839,Sarpsborg 08
1840,Haugesund
1841,Aalesund
1842,Bodo/Glimt
1843,Odd
1844,Stromsgodset
1845,Viking
1846,Lillestrom
1847,Mjondalen
1848,Molde
1849,Rosenborg
1850,Sandefjord
1851,Stabaek
1852,Tromso
1853,Valerenga
1854,Aalesund
1855,Bodo/Glimt
1856,Haugesund
1857,Odd
1858,Sarpsborg 08
1859,Start
1860,Stromsgodset
1861,Viking
1862,Jerv
1863,Start
1864,Aalesund
1865,Odd
1866,Molde
1867,Bodo/Glimt
1868,Sarpsborg 08
1869,Stromsgodset
1870,Start
1871,Valerenga
1872,Tromso
1873,Haugesund
1874,Rosenborg
1875,Sogndal
1876,Brann
1877,Lillestrom
1878,Viking
1879,Stabaek
1880,Molde
1881,Start
1882,Valerenga
1883,Odd
1884,Aalesund
1885,Bodo/Glimt
1886,Sarpsborg 08
1887,Stromsgodset
1888,Sogndal
1889,Lillestrom
1890,Stabaek
1891,Brann
1892,Rosenborg
1893,Start
1894,Tromso
1895,Viking
1896,Haugesund
1897,Stromsgodset
1898,Rosenborg
1899,Bodo/Glimt
1900,Aalesund
1901,Sarpsborg 08
1902,Valerenga
1903,Odd
1904,Bodo/Glimt
1905,Sogndal
1906,Stabaek
1907,Viking
1908,Lillestrom
1909,Molde
1910,Start
1911,Tromso
1912,Stromsgodset
1913,Brann
1914,Sarpsborg 08
1915,Aalesund
1916,Odd
1917,Rosenborg
1918,Valerenga
1919,Haugesund
1920,Lillestrom
1921,Molde
1922,Viking
1923,Sogndal
1924,Start
1925,Tromso
1926,Stabaek
1927,Bodo/Glimt
1928,Viking
1929,Stromsgodset
1930,Brann
1931,Odd
1932,Aalesund
1933,Rosenborg
1934,Valerenga
1935,Haugesund
1936,Bodo/Glimt
1937,Haugesund
1938,Lillestrom
1939,Molde
1940,Sarpsborg 08
1941,Sogndal
1942,Stabaek
1943,Start
1944,Aalesund
1945,Tromso
1946,Brann
1947,Odd
1948,Rosenborg
1949,Valerenga
1950,Viking
1951,Stromsgodset
1952,Sarpsborg 08
1953,Stabaek
1954,Molde
1955,Bodo/Glimt
1956,Haugesund
1957,Sogndal
1958,Stromsgodset
1959,Lillestrom
1960,Tromso
1961,Rosenborg
1962,Odd
1963,Sogndal
1964,Brann
1965,Start
1966,Viking
1967,Aalesund
1968,Lillestrom
1969,Haugesund
1970,Bodo/Glimt
1971,Valerenga
1972,Molde
1973,Sarpsborg 08
1974,Stabaek
1975,Stromsgodset
1976,Start
1977,Viking
1978,Brann
1979,Rosenborg
1980,Tromso
1981,Sogndal
1982,Lillestrom
1983,Odd
1984,Valerenga
1985,Haugesund
1986,Aalesund
1987,Stromsgodset
1988,Bodo/Glimt
1989,Molde
1990,Stabaek
1991,Sarpsborg 08
1992,Brann
1993,Rosenborg
1994,Molde
1995,Start
1996,Odd
1997,Sogndal
1998,Tromso
1999,Lillestrom
2000,Sarpsborg 08
2001,Aalesund
2002,Bodo/Glimt
2003,Haugesund
2004,Odd
2005,Stromsgodset
2006,Valerenga
2007,Tromso
2008,Molde
2009,Lillestrom
2010,Stabaek
2011,Brann
2012,Sarpsborg 08
2013,Start
2014,Sogndal
2015,Viking
2016,Bodo/Glimt
2017,Valerenga
2018,Aalesund
2019,Haugesund
2020,Odd
2021,Rosenborg
2022,Stromsgodset
2023,Viking
2024,Valerenga
2025,Lillestrom
2026,Sarpsborg 08
2027,Brann
2028,Molde
2029,Stabaek
2030,Start
2031,Tromso
2032,Aalesund
2033,Stromsgodset
2034,Haugesund
2035,Sogndal
2036,Bodo/Glimt
2037,Rosenborg
2038,Viking
2039,Odd
2040,Start
2041,Valerenga
2042,Brann
2043,Tromso
2044,Lillestrom
2045,Sarpsborg 08
2046,Stabaek
2047,Molde
2048,Haugesund
2049,Tromso
2050,Viking
2051,Sogndal
2052,Aalesund
2053,Bodo/Glimt
2054,Odd
2055,Rosenborg
2056,Sarpsborg 08
2057,Molde
2058,Lillestrom
2059,Start
2060,Stromsgodset
2061,Valerenga
2062,Brann
2063,Stabaek
2064,Bodo/Glimt
2065,Stabaek
2066,Sogndal
2067,Haugesund
2068,Aalesund
2069,Rosenborg
2070,Tromso
2071,Viking
2072,Stromsgodset
2073,Aalesund
2074,Sarpsborg 08
2075,Start
2076,Brann
2077,Molde
2078,Odd
2079,Valerenga
2080,Viking
2081,Stabaek
2082,Brann
2083,Tromso
2084,Haugesund
2085,Lillestrom
2086,Rosenborg
2087,Sogndal
2088,Aalesund
2089,Bodo/Glimt
2090,Molde
2091,Odd
2092,Sarpsborg 08
2093,Start
2094,Stromsgodset
2095,Valerenga
2096,Brann
2097,Haugesund
2098,Lillestrom
2099,Rosenborg
2100,Sogndal
2101,Stabaek
2102,Tromso
2103,Viking
2104,Jerv
2105,Stabaek
2106,Kristiansund
2107,Lillestrom
2108,Sarpsborg 08
2109,Stabaek
2110,Stromsgodset
2111,Tromso
2112,Rosenborg
2113,Valerenga
2114,Aalesund
2115,Molde
2116,Odd
2117,Sandefjord
2118,Sogndal
2119,Brann
2120,Haugesund
2121,Viking
2122,Rosenborg
2123,Lillestrom
2124,Sarpsborg 08
2125,Stabaek
2126,Tromso
2127,Valerenga
2128,Stromsgodset
2129,Kristiansund
2130,Aalesund
2131,Brann
2132,Molde
2133,Sandefjord
2134,Sogndal
2135,Stabaek
2136,Odd
2137,Viking
2138,Stromsgodset
2139,Rosenborg
2140,Sarpsborg 08
2141,Tromso
2142,Valerenga
2143,Viking
2144,Lillestrom
2145,Haugesund
2146,Brann
2147,Aalesund
2148,Kristiansund
2149,Sandefjord
2150,Sogndal
2151,Stabaek
2152,Odd
2153,Sarpsborg 08
2154,Molde
2155,Haugesund
2156,Stromsgodset
2157,Tromso
2158,Valerenga
2159,Viking
2160,Rosenborg
2161,Lillestrom
2162,Aalesund
2163,Stabaek
2164,Kristiansund
2165,Odd
2166,Sandefjord
2167,Sarpsborg 08
2168,Sogndal
2169,Brann
2170,Brann
2171,Haugesund
2172,Lillestrom
2173,Molde
2174,Valerenga
2175,Viking
2176,Rosenborg
2177,Stromsgodset
2178,Rosenborg
2179,Sogndal
2180,Aalesund
2181,Kristiansund
2182,Sarpsborg 08
2183,Tromso
2184,Odd
2185,Stabaek
2186,Sandefjord
2187,Brann
2188,Haugesund
2189,Kristiansund
2190,Lillestrom
2191,Molde
2192,Valerenga
2193,Stromsgodset
2194,Tromso
2195,Stabaek
2196,Aalesund
2197,Rosenborg
2198,Sarpsborg 08
2199,Sogndal
2200,Viking
2201,Odd
2202,Kristiansund
2203,Haugesund
2204,Lillestrom
2205,Molde
2206,Sandefjord
2207,Sogndal
2208,Valerenga
2209,Brann
2210,Valerenga
2211,Aalesund
2212,Rosenborg
2213,Sarpsborg 08
2214,Stabaek
2215,Tromso
2216,Viking
2217,Stromsgodset
2218,Lillestrom
2219,Sogndal
2220,Haugesund
2221,Molde
2222,Odd
2223,Sandefjord
2224,Brann
2225,Kristiansund
2226,Rosenborg
2227,Aalesund
2228,Stromsgodset
2229,Viking
2230,Stabaek
2231,Sarpsborg 08
2232,Sogndal
2233,Lillestrom
2234,Haugesund
2235,Molde
2236,Odd
2237,Sandefjord
2238,Brann
2239,Kristiansund
2240,Rosenborg
2241,Odd
2242,Sarpsborg 08
2243,Stabaek
2244,Tromso
2245,Viking
2246,Aalesund
2247,Stromsgodset
2248,Sandefjord
2249,Molde
2250,Aalesund
2251,Brann
2252,Haugesund
2253,Kristiansund
2254,Stromsgodset
2255,Valerenga
2256,Lillestrom
2257,Odd
2258,Rosenborg
2259,Sogndal
2260,Stabaek
2261,Tromso
2262,Viking
2263,Sarpsborg 08
2264,Brann
2265,Aalesund
2266,Haugesund
2267,Kristiansund
2268,Sandefjord
2269,Valerenga
2270,Stromsgodset
2271,Molde
2272,Stabaek
2273,Lillestrom
2274,Sandefjord
2275,Sogndal
2276,Tromso
2277,Viking
2278,Rosenborg
2279,Odd
2280,Tromso
2281,Haugesund
2282,Aalesund
2283,Kristiansund
2284,Lillestrom
2285,Molde
2286,Stromsgodset
2287,Valerenga
2288,Sarpsborg 08
2289,Brann
2290,Stabaek
2291,Odd
2292,Sandefjord
2293,Sogndal
2294,Tromso
2295,Viking
2296,Rosenborg
2297,Valerenga
2298,Tromso
2299,Stromsgodset
2300,Haugesund
2301,Kristiansund
2302,Lillestrom
2303,Valerenga
2304,Molde
2305,Sarpsborg 08
2306,Aalesund
2307,Molde
2308,Sandefjord
2309,Sogndal
2310,Stabaek
2311,Viking
2312,Brann
2313,Odd
2314,Haugesund
2315,Kristiansund
2316,Rosenborg
2317,Sarpsborg 08
2318,Stromsgodset
2319,Tromso
2320,Valerenga
2321,Lillestrom
2322,Sandefjord
2323,Molde
2324,Brann
2325,Haugesund
2326,Odd
2327,Sogndal
2328,Viking
2329,Aalesund
2330,Kristiansund
2331,Lillestrom
2332,Rosenborg
2333,Sarpsborg 08
2334,Stabaek
2335,Stromsgodset
2336,Tromso
2337,Valerenga
2338,Aalesund
2339,Brann
2340,Haugesund
2341,Molde
2342,Odd
2343,Sandefjord
2344,Sogndal
2345,Viking
2346,Sogndal
2347,Ranheim
2348,Bodo/Glimt
2349,Molde
2350,Odd
2351,Start
2352,Stromsgodset
2353,Sarpsborg 08
2354,Kristiansund
2355,Lillestrom
2356,Rosenborg
2357,Brann
2358,Haugesund
2359,Valerenga
2360,Bodo/Glimt
2361,Kristiansund
2362,Molde
2363,Ranheim
2364,Sarpsborg 08
2365,Start
2366,Stromsgodset
2367,Odd
2368,Valerenga
2369,Brann
2370,Haugesund
2371,Odd
2372,Sandefjord
2373,Tromso
2374,Rosenborg
2375,Lillestrom
2376,Sandefjord
2377,Tromso
2378,Start
2379,Molde
2380,Ranheim
2381,Sandefjord
2382,Stabaek
2383,Stromsgodset
2384,Sarpsborg 08
2385,Bodo/Glimt
2386,Brann
2387,Haugesund
2388,Kristiansund
2389,Lillestrom
2390,Rosenborg
2391,Tromso
2392,Valerenga
2393,Odd
2394,Ranheim
2395,Stabaek
2396,Ranheim
2397,Molde
2398,Sandefjord
2399,Sarpsborg 08
2400,Start
2401,Tromso
2402,Stromsgodset
2403,Stabaek
2404,Rosenborg
2405,Bodo/Glimt
2406,Kristiansund
2407,Lillestrom
2408,Odd
2409,Valerenga
2410,Brann
2411,Sarpsborg 08
2412,Sandefjord
2413,Start
2414,Haugesund
2415,Molde
2416,Ranheim
2417,Stromsgodset
2418,Tromso
2419,Stabaek
2420,Bodo/Glimt
2421,Brann
2422,Kristiansund
2423,Molde
2424,Odd
2425,Rosenborg
2426,Sarpsborg 08
2427,Valerenga
2428,Haugesund
2429,Kristiansund
2430,Ranheim
2431,Sandefjord
2432,Stabaek
2433,Start
2434,Tromso
2435,Lillestrom
2436,Valerenga
2437,Bodo/Glimt
2438,Haugesund
2439,Molde
2440,Odd
2441,Stromsgodset
2442,Rosenborg
2443,Sarpsborg 08
2444,Kristiansund
2445,Lillestrom
2446,Ranheim
2447,Sandefjord
2448,Stabaek
2449,Start
2450,Brann
2451,Tromso
2452,Molde
2453,Bodo/Glimt
2454,Haugesund
2455,Sarpsborg 08
2456,Start
2457,Stromsgodset
2458,Rosenborg
2459,Odd
2460,Valerenga
2461,Brann
2462,Kristiansund
2463,Ranheim
2464,Sandefjord
2465,Tromso
2466,Stabaek
2467,Lillestrom
2468,Rosenborg
2469,Bodo/Glimt
2470,Haugesund
2471,Odd
2472,Sarpsborg 08
2473,Start
2474,Molde
2475,Stromsgodset
2476,Ranheim
2477,Kristiansund
2478,Stabaek
2479,Stromsgodset
2480,Tromso
2481,Valerenga
2482,Lillestrom
2483,Brann
2484,Sandefjord
2485,Bodo/Glimt
2486,Molde
2487,Rosenborg
2488,Sarpsborg 08
2489,Start
2490,Odd
2491,Haugesund
2492,Brann
2493,Kristiansund
2494,Lillestrom
2495,Ranheim
2496,Stabaek
2497,Stromsgodset
2498,Valerenga
2499,Bodo/Glimt
2500,Tromso
2501,Haugesund
2502,Molde
2503,Rosenborg
2504,Sandefjord
2505,Sarpsborg 08
2506,Valerenga
2507,Start
2508,Stromsgodset
2509,Stabaek
2510,Bodo/Glimt
2511,Brann
2512,Kristiansund
2513,Odd
2514,Rosenborg
2515,Lillestrom
2516,Haugesund
2517,Ranheim
2518,Sandefjord
2519,Sarpsborg 08
2520,Start
2521,Tromso
2522,Valerenga
2523,Molde
2524,Odd
2525,Bodo/Glimt
2526,Brann
2527,Kristiansund
2528,Stabaek
2529,Stromsgodset
2530,Rosenborg
2531,Lillestrom
2532,Sandefjord
2533,Haugesund
2534,Lillestrom
2535,Ranheim
2536,Sarpsborg 08
2537,Valerenga
2538,Molde
2539,Tromso
2540,Stabaek
2541,Stromsgodset
2542,Bodo/Glimt
2543,Kristiansund
2544,Odd
2545,Rosenborg
2546,Start
2547,Brann
2548,Molde
2549,Sandefjord
2550,Haugesund
2551,Lillestrom
2552,Ranheim
2553,Tromso
2554,Valerenga
2555,Stabaek
2556,Stromsgodset
2557,Bodo/Glimt
2558,Kristiansund
2559,Odd
2560,Ranheim
2561,Sarpsborg 08
2562,Brann
2563,Start
2564,Stabaek
2565,Haugesund
2566,Rosenborg
2567,Sandefjord
2568,Tromso
2569,Valerenga
2570,Brann
2571,Lillestrom
2572,Bodo/Glimt
2573,Kristiansund
2574,Molde
2575,Odd
2576,Ranheim
2577,Sarpsborg 08
2578,Start
2579,Stromsgodset
2580,Brann
2581,Haugesund
2582,Lillestrom
2583,Rosenborg
2584,Sandefjord
2585,Stabaek
2586,Tromso
2587,Valerenga
2588,Aalesund
2589,Odd
2590,Valerenga
2591,Ranheim
2592,Sarpsborg 08
2593,Stromsgodset
2594,Viking
2595,Bodo/Glimt
2596,Stabaek
2597,Mjondalen
2598,Haugesund
2599,Kristiansund
2600,Lillestrom
2601,Molde
2602,Tromso
2603,Brann
2604,Rosenborg
2605,Brann
2606,Molde
2607,Stromsgodset
2608,Viking
2609,Bodo/Glimt
2610,Odd
2611,Ranheim
2612,Sarpsborg 08
2613,Stabaek
2614,Valerenga
2615,Bodo/Glimt
2616,Haugesund
2617,Kristiansund
2618,Lillestrom
2619,Mjondalen
2620,Rosenborg
2621,Brann
2622,Odd
2623,Sarpsborg 08
2624,Lillestrom
2625,Ranheim
2626,Stabaek
2627,Stromsgodset
2628,Tromso
2629,Molde
2630,Valerenga
2631,Mjondalen
2632,Bodo/Glimt
2633,Brann
2634,Haugesund
2635,Kristiansund
2636,Odd
2637,Rosenborg
2638,Viking
2639,Lillestrom
2640,Haugesund
2641,Molde
2642,Ranheim
2643,Sarpsborg 08
2644,Tromso
2645,Stabaek
2646,Stromsgodset
2647,Brann
2648,Kristiansund
2649,Mjondalen
2650,Odd
2651,Rosenborg
2652,Tromso
2653,Viking
2654,Valerenga
2655,Haugesund
2656,Lillestrom
2657,Rosenborg
2658,Sarpsborg 08
2659,Stromsgodset
2660,Bodo/Glimt
2661,Molde
2662,Valerenga
2663,Mjondalen
2664,Ranheim
2665,Tromso
2666,Brann
2667,Haugesund
2668,Bodo/Glimt
2669,Lillestrom
2670,Mjondalen
2671,Molde
2672,Sarpsborg 08
2673,Rosenborg
2674,Stabaek
2675,Stromsgodset
2676,Valerenga
2677,Kristiansund
2678,Odd
2679,Ranheim
2680,Tromso
2681,Viking
2682,Brann
2683,Rosenborg
2684,Bodo/Glimt
2685,Haugesund
2686,Lillestrom
2687,Mjondalen
2688,Stabaek
2689,Molde
2690,Sarpsborg 08
2691,Ranheim
2692,Brann
2693,Kristiansund
2694,Odd
2695,Stromsgodset
2696,Tromso
2697,Valerenga
2698,Viking
2699,Odd
2700,Rosenborg
2701,Bodo/Glimt
2702,Haugesund
2703,Mjondalen
2704,Lillestrom
2705,Stabaek
2706,Brann
2707,Molde
2708,Odd
2709,Sarpsborg 08
2710,Ranheim
2711,Stabaek
2712,Tromso
2713,Viking
2714,Valerenga
2715,Stromsgodset
2716,Rosenborg
2717,Bodo/Glimt
2718,Haugesund
2719,Kristiansund
2720,Stromsgodset
2721,Lillestrom
2722,Kristiansund
2723,Stabaek
2724,Viking
2725,Odd
2726,Stabaek
2727,Mjondalen
2728,Ranheim
2729,Tromso
2730,Valerenga
2731,Viking
2732,Sarpsborg 08
2733,Rosenborg
2734,Brann
2735,Haugesund
2736,Kristiansund
2737,Molde
2738,Viking
2739,Stromsgodset
2740,Bodo/Glimt
2741,Odd
2742,Stabaek
2743,Lillestrom
2744,Mjondalen
2745,Ranheim
2746,Sarpsborg 08
2747,Tromso
2748,Valerenga
2749,Rosenborg
2750,Bodo/Glimt
2751,Haugesund
2752,Molde
2753,Stromsgodset
2754,Viking
2755,Kristiansund
2756,Sarpsborg 08
2757,Brann
2758,Lillestrom
2759,Odd
2760,Ranheim
2761,Tromso
2762,Valerenga
2763,Mjondalen
2764,Stabaek
2765,Rosenborg
2766,Kristiansund
2767,Molde
2768,Sarpsborg 08
2769,Stromsgodset
2770,Valerenga
2771,Bodo/Glimt
2772,Viking
2773,Mjondalen
2774,Odd
2775,Haugesund
2776,Lillestrom
2777,Ranheim
2778,Stabaek
2779,Tromso
2780,Brann
2781,Kristiansund
2782,Valerenga
2783,Molde
2784,Ranheim
2785,Stromsgodset
2786,Viking
2787,Sarpsborg 08
2788,Bodo/Glimt
2789,Lillestrom
2790,Haugesund
2791,Kristiansund
2792,Mjondalen
2793,Stabaek
2794,Tromso
2795,Rosenborg
2796,Brann
2797,Stromsgodset
2798,Molde
2799,Bodo/Glimt
2800,Ranheim
2801,Sarpsborg 08
2802,Viking
2803,Valerenga
2804,Odd
2805,Brann
2806,Haugesund
2807,Kristiansund
2808,Lillestrom
2809,Mjondalen
2810,Molde
2811,Tromso
2812,Rosenborg
2813,Bodo/Glimt
2814,Odd
2815,Ranheim
2816,Sarpsborg 08
2817,Stabaek
2818,Stromsgodset
2819,Valerenga
2820,Viking
2821,Brann
2822,Haugesund
2823,Kristiansund
2824,Lillestrom
2825,Mjondalen
2826,Molde
2827,Rosenborg
2828,Tromso
2829,Start
2830,Lillestrom
2831,Aalesund
2832,Odd
2833,Rosenborg
2834,Stabaek
2835,Viking
2836,Sarpsborg 08
2837,Start
2838,Haugesund
2839,Mjondalen
2840,Molde
2841,Bodo/Glimt
2842,Kristiansund
2843,Sandefjord
2844,Stromsgodset
2845,Valerenga
2846,Brann
2847,Aalesund
2848,Haugesund
2849,Stabaek
2850,Start
2851,Viking
2852,Odd
2853,Sarpsborg 08
2854,Rosenborg
2855,Start
2856,Valerenga
2857,Bodo/Glimt
2858,Mjondalen
2859,Molde
2860,Sandefjord
2861,Stromsgodset
2862,Brann
2863,Aalesund
2864,Haugesund
2865,Odd
2866,Stabaek
2867,Viking
2868,Rosenborg
2869,Kristiansund
2870,Sarpsborg 08
2871,Start
2872,Valerenga
2873,Bodo/Glimt
2874,Molde
2875,Odd
2876,Sandefjord
2877,Stromsgodset
2878,Stabaek
2879,Haugesund
2880,Rosenborg
2881,Aalesund
2882,Kristiansund
2883,Mjondalen
2884,Sarpsborg 08
2885,Viking
2886,Brann
2887,Bodo/Glimt
2888,Molde
2889,Sandefjord
2890,Stromsgodset
2891,Valerenga
2892,Odd
2893,Stabaek
2894,Start
2895,Mjondalen
2896,Haugesund
2897,Aalesund
2898,Kristiansund
2899,Rosenborg
2900,Sarpsborg 08
2901,Stromsgodset
2902,Brann
2903,Odd
2904,Brann
2905,Bodo/Glimt
2906,Sandefjord
2907,Start
2908,Valerenga
2909,Viking
2910,Haugesund
2911,Aalesund
2912,Kristiansund
2913,Mjondalen
2914,Sarpsborg 08
2915,Stromsgodset
2916,Molde
2917,Stabaek
2918,Rosenborg
2919,Sandefjord
2920,Brann
2921,Bodo/Glimt
2922,Haugesund
2923,Sarpsborg 08
2924,Start
2925,Viking
2926,Odd
2927,Molde
2928,Valerenga
2929,Aalesund
2930,Kristiansund
2931,Mjondalen
2932,Stabaek
2933,Stromsgodset
2934,Rosenborg
2935,Molde
2936,Sarpsborg 08
2937,Brann
2938,Haugesund
2939,Odd
2940,Sandefjord
2941,Viking
2942,Rosenborg
2943,Start
2944,Molde
2945,Aalesund
2946,Bodo/Glimt
2947,Kristiansund
2948,Stromsgodset
2949,Valerenga
2950,Mjondalen
2951,Stabaek
2952,Haugesund
2953,Brann
2954,Odd
2955,Rosenborg
2956,Sandefjord
2957,Sarpsborg 08
2958,Start
2959,Viking
2960,Kristiansund
2961,Stabaek
2962,Aalesund
2963,Bodo/Glimt
2964,Mjondalen
2965,Stromsgodset
2966,Valerenga
2967,Valerenga
2968,Sarpsborg 08
2969,Brann
2970,Rosenborg
2971,Sandefjord
2972,Start
2973,Viking
2974,Odd
2975,Molde
2976,Stromsgodset
2977,Aalesund
2978,Haugesund
2979,Kristiansund
2980,Mjondalen
2981,Stabaek
2982,Bodo/Glimt
2983,Sarpsborg 08
2984,Valerenga
2985,Aalesund
2986,Bodo/Glimt
2987,Brann
2988,Start
2989,Viking
2990,Rosenborg
2991,Mjondalen
2992,Molde
2993,Haugesund
2994,Kristiansund
2995,Stabaek
2996,Stromsgodset
2997,Sandefjord
2998,Start
2999,Brann
3000,Aalesund
3001,Molde
3002,Sarpsborg 08
3003,Valerenga
3004,Bodo/Glimt
3005,Viking
3006,Odd
3007,Haugesund
3008,Mjondalen
3009,Kristiansund
3010,Rosenborg
3011,Sandefjord
3012,Stabaek
3013,Stromsgodset
3014,Odd
3015,Mjondalen
3016,Brann
3017,Bodo/Glimt
3018,Molde
3019,Sandefjord
3020,Start
3021,Viking
3022,Valerenga
3023,Stabaek
3024,Aalesund
3025,Haugesund
3026,Kristiansund
3027,Odd
3028,Sarpsborg 08
3029,Stromsgodset
3030,Rosenborg
3031,Viking
3032,Brann
3033,Bodo/Glimt
3034,Kristiansund
3035,Mjondalen
3036,Molde
3037,Valerenga
3038,Viking
3039,Start
3040,Stabaek
3041,Sarpsborg 08
3042,Haugesund
3043,Aalesund
3044,Bodo/Glimt
3045,Brann
3046,Mjondalen
3047,Sandefjord
3048,Stromsgodset
3049,Molde
3050,Valerenga
3051,Kristiansund
3052,Viking
3053,Aalesund
3054,Start
3055,Rosenborg
3056,Haugesund
3057,Sarpsborg 08
3058,Rosenborg
3059,Sandefjord
3060,Stabaek
3061,Odd
3062,Molde
3063,Bodo/Glimt
3064,Odd
3065,Brann
3066,Kristiansund
3067,Mjondalen
3068,Sandefjord
3069,Stromsgodset
3070,Valerenga
3071,Bodo/Glimt
3072,Molde
3073,Viking
3074,Valerenga
3075,Kristiansund
3076,Brann
3077,Tromso
3078,Rosenborg
3079,Sarpsborg 08
3080,Valerenga
3081,Viking
3082,Bodo/Glimt
3083,Sandefjord
3084,Stromsgodset
3085,Molde
3086,Stabaek
3087,Rosenborg
3088,Odd
3089,Brann
3090,Haugesund
3091,Kristiansund
3092,Lillestrom
3093,Mjondalen
3094,Tromso
3095,Rosenborg
3096,Bodo/Glimt
3097,Lillestrom
3098,Sandefjord
3099,Sarpsborg 08
3100,Stabaek
3101,Stromsgodset
3102,Viking
3103,Molde
3104,Mjondalen
3105,Brann
3106,Kristiansund
3107,Odd
3108,Rosenborg
3109,Tromso
3110,Valerenga
3111,Haugesund
3112,Kristiansund
3113,Sandefjord
3114,Bodo/Glimt
3115,Lillestrom
3116,Sarpsborg 08
3117,Stromsgodset
3118,Viking
3119,Stabaek
3120,Bodo/Glimt
3121,Molde
3122,Valerenga
3123,Sandefjord
3124,Mjondalen
3125,Brann
3126,Haugesund
3127,Molde
3128,Rosenborg
3129,Tromso
3130,Valerenga
3131,Bodo/Glimt
3132,Haugesund
3133,Kristiansund
3134,Odd
3135,Stromsgodset
3136,Stabaek
3137,Sarpsborg 08
3138,Lillestrom
3139,Bodo/Glimt
3140,Molde
3141,Rosenborg
3142,Sandefjord
3143,Tromso
3144,Viking
3145,Brann
3146,Mjondalen
3147,Valerenga
3148,Bodo/Glimt
3149,Stabaek
3150,Haugesund
3151,Lillestrom
3152,Odd
3153,Sarpsborg 08
3154,Stromsgodset
3155,Kristiansund
3156,Mjondalen
3157,Rosenborg
3158,Sandefjord
3159,Viking
3160,Brann
3161,Valerenga
3162,Molde
3163,Odd
3164,Sarpsborg 08
3165,Brann
3166,Haugesund
3167,Kristiansund
3168,Lillestrom
3169,Tromso
3170,Stromsgodset
3171,Sandefjord
3172,Sarpsborg 08
3173,Stabaek
3174,Stromsgodset
3175,Haugesund
3176,Lillestrom
3177,Mjondalen
3178,Odd
3179,Mjondalen
3180,Molde
3181,Sandefjord
3182,Viking
3183,Stabaek
3184,Kristiansund
3185,Sarpsborg 08
3186,Lillestrom
3187,Mjondalen
3188,Odd
3189,Tromso
3190,Viking
3191,Brann
3192,Stabaek
3193,Stromsgodset
3194,Bodo/Glimt
3195,Haugesund
3196,Sandefjord
3197,Valerenga
3198,Rosenborg
3199,Mjondalen
3200,Brann
3201,Kristiansund
3202,Odd
